Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
Bank Transfer,95593.1,Mobile,Mumbai,Groceries,Mastercard,90.0,Biometric,0.4989,0,10,17,18,1,0.08333333333333333,1.8199226985242445
Online,40275.99,Tablet,Sydney,Travel,Amex,120.0,OTP,0.0986,1,3,25,23,5,0.16666666666666666,0.5341695501730104
Online,31239.34,Laptop,Sydney,Travel,Discover,192.0,PIN,0.1519,0,5,4,13,3,1.3333333333333333,0.7173384180419488
POS,31731.79,Laptop,Mumbai,Travel,Mastercard,165.0,OTP,0.7061,0,2,7,20,1,0.15384615384615385,0.6035197517986574
POS,2118.04,Tablet,London,Travel,Amex,87.0,OTP,0.131,0,3,1,6,2,0.0,0.23006915864058722
Online,36132.41,Mobile,Mumbai,Electronics,Visa,230.0,Biometric,0.1512,0,3,1,16,2,0.75,0.06836301950805768
POS,97286.57,Mobile,Tokyo,Restaurants,Discover,235.0,Biometric,0.6967,0,1,11,22,2,0.2857142857142857,0.21604691456750633
POS,4412.65,Tablet,New York,Groceries,Mastercard,74.0,OTP,0.8416,0,1,10,14,1,0.0,19.203012912482066
Online,21480.12,Mobile,London,Travel,Discover,77.0,Biometric,0.5991,1,10,14,4,5,0.0,0.28911447758863035
POS,30249.58,Mobile,London,Restaurants,Amex,114.0,OTP,0.7245,0,5,12,6,4,0.2857142857142857,0.5016988268478748
ATM Withdrawal,80602.83,Tablet,Sydney,Clothing,Discover,205.0,OTP,0.2467,0,8,15,21,1,0.25,0.04572489884361112
Online,84597.63,Mobile,Mumbai,Clothing,Amex,174.0,Biometric,0.3357,0,12,13,17,2,0.6666666666666666,0.09493258949325896
Online,77496.38,Tablet,Mumbai,Groceries,Visa,231.0,Password,0.0686,0,10,4,23,2,0.0,1.5248831454495464
Online,50305.19,Tablet,Tokyo,Restaurants,Visa,84.0,PIN,0.5111,0,10,5,19,3,3.0,0.27929131969432164
POS,30751.76,Tablet,Mumbai,Electronics,Amex,148.0,Password,0.7322,0,8,28,20,0,0.09090909090909091,0.31684865238424326
ATM Withdrawal,13643.76,Tablet,Mumbai,Clothing,Amex,182.0,Biometric,0.6379,0,3,2,0,3,0.0,0.047835370008631264
Bank Transfer,39057.64,Laptop,Mumbai,Electronics,Amex,152.0,Biometric,0.1752,0,6,13,11,1,0.15384615384615385,2.795670015565303
Online,89343.85,Mobile,Mumbai,Groceries,Discover,108.0,PIN,0.8413,1,12,30,4,5,0.0,0.2128349907298163
POS,7100.78,Tablet,Mumbai,Groceries,Discover,133.0,Biometric,0.5664,0,5,11,21,3,0.5,0.04240915103882967
ATM Withdrawal,61527.53,Laptop,Tokyo,Travel,Visa,204.0,Biometric,0.9524,0,11,3,10,4,0.3,0.02703121769691958
ATM Withdrawal,39992.12,Mobile,Sydney,Restaurants,Mastercard,82.0,PIN,0.4778,0,4,27,5,3,0.0,0.05579336226105313
ATM Withdrawal,90406.28,Laptop,Mumbai,Travel,Amex,92.0,PIN,0.9656,0,2,10,10,4,0.5,0.46311881188118814
Online,54703.67,Laptop,Mumbai,Electronics,Visa,120.0,Biometric,0.352,0,8,21,11,0,0.3333333333333333,0.3849124552799299
Online,88572.14,Laptop,New York,Clothing,Amex,23.0,OTP,0.3033,1,1,22,12,6,1.0,0.6946275309403007
ATM Withdrawal,56236.41,Laptop,London,Travel,Mastercard,189.0,PIN,0.7409,0,6,12,11,0,0.42857142857142855,0.8560512798743474
POS,72666.14,Laptop,London,Clothing,Amex,228.0,PIN,0.6361,1,5,28,18,6,0.42857142857142855,0.8622460824143934
Online,24054.09,Laptop,Mumbai,Travel,Discover,182.0,Password,0.0915,1,11,18,20,5,0.6666666666666666,0.09143629037892725
POS,55824.57,Laptop,Mumbai,Groceries,Mastercard,1.0,PIN,0.6984,0,9,4,7,0,0.75,0.437744605686974
Bank Transfer,46833.95,Mobile,London,Electronics,Amex,216.0,Password,0.3616,0,5,30,17,1,0.0,0.4390116976265357
Bank Transfer,17147.55,Tablet,London,Groceries,Discover,117.0,OTP,0.4477,0,7,24,11,0,0.3076923076923077,0.14239737673062908
POS,57812.56,Mobile,Sydney,Groceries,Amex,187.0,Biometric,0.5708,0,9,8,21,4,0.0,0.11382211538461538
ATM Withdrawal,51848.73,Tablet,London,Travel,Amex,92.0,Biometric,0.9567,1,5,27,8,5,0.16666666666666666,1.3479889146880384
POS,79065.17,Tablet,New York,Restaurants,Amex,64.0,OTP,0.2835,0,2,28,6,1,0.25,0.5838692052284284
Bank Transfer,19864.85,Laptop,New York,Groceries,Visa,18.0,Biometric,0.6974,1,3,19,12,6,0.0,1.1013611132233292
POS,57883.5,Tablet,Mumbai,Electronics,Amex,91.0,Biometric,0.3027,0,1,26,18,3,0.1,1.7586546888694128
POS,35876.74,Laptop,London,Groceries,Mastercard,3.0,Password,0.7088,0,8,1,18,1,0.25,0.5783661041440883
ATM Withdrawal,51901.13,Tablet,Mumbai,Restaurants,Visa,88.0,PIN,0.2925,1,6,24,1,5,0.08333333333333333,0.18266022724621453
POS,27623.05,Tablet,New York,Groceries,Amex,205.0,Password,0.9572,0,2,10,1,4,0.0,0.2455287145552632
Bank Transfer,40785.96,Tablet,Sydney,Electronics,Mastercard,45.0,Biometric,0.5493,1,12,24,22,6,0.125,0.005912837020295414
ATM Withdrawal,92495.39,Laptop,Mumbai,Clothing,Visa,27.0,Password,0.2846,0,11,2,21,3,0.4,0.10825937985485964
ATM Withdrawal,80142.33,Laptop,unknown,Restaurants,Amex,224.0,OTP,0.2965,0,1,26,8,3,0.4444444444444444,1.1170578272441325
POS,73376.8,Tablet,Sydney,Clothing,Visa,63.0,Biometric,0.1604,0,9,4,10,0,0.6666666666666666,0.1692828341013825
Bank Transfer,9130.63,Tablet,Tokyo,Travel,Mastercard,233.0,Biometric,0.2745,0,7,17,9,0,0.4444444444444444,0.37106490233144296
Online,33850.93,Tablet,Tokyo,Groceries,Amex,132.0,PIN,0.3613,0,6,7,22,2,0.0,0.7692307692307692
Online,40964.44,Tablet,London,Groceries,Amex,22.0,Biometric,0.9449,1,5,20,10,5,0.1111111111111111,0.41152453078696083
ATM Withdrawal,80833.02,Tablet,New York,Restaurants,Visa,22.0,OTP,0.595,0,8,10,1,3,0.14285714285714285,0.08529313552449554
ATM Withdrawal,76416.83,Laptop,Mumbai,Electronics,Visa,232.0,Biometric,0.8332,1,7,1,8,5,0.25,0.2095574563034585
Online,6094.7,Laptop,New York,Restaurants,Discover,77.0,Password,0.923,0,4,11,0,1,0.6666666666666666,0.49534934702953237
Online,14858.71,Tablet,Mumbai,Clothing,Visa,73.0,OTP,0.3932,1,11,26,5,6,0.0,0.1662901986354004
Online,71206.57,Tablet,Tokyo,Clothing,Visa,178.0,Password,0.3425,0,9,12,21,1,0.0,0.3853260643389238
Bank Transfer,90873.82,Laptop,Sydney,Groceries,Amex,192.0,Password,0.1531,1,2,25,9,5,0.0,0.4329791878911367
Online,57694.62,Laptop,New York,Electronics,Amex,105.0,PIN,0.3039,0,11,8,12,2,2.0,0.031470895568258654
POS,9997.66,Mobile,New York,Clothing,Mastercard,142.0,OTP,0.2229,0,6,6,23,1,0.2,1.1917389906782385
Online,98074.16,Mobile,Tokyo,Clothing,Discover,233.0,OTP,0.0812,0,5,26,0,4,1.5,7.096196868008949
ATM Withdrawal,5540.82,Laptop,Sydney,Groceries,Visa,234.0,OTP,0.6698,1,7,8,23,5,0.18181818181818182,0.05520064266860487
Bank Transfer,85300.25,Mobile,New York,Electronics,Discover,34.0,Password,0.56,0,6,27,4,1,0.07142857142857142,0.41903075561030056
POS,4606.66,Mobile,Tokyo,Travel,Mastercard,53.0,OTP,0.0884,0,10,11,2,2,0.42857142857142855,0.37888313609467456
Online,18724.67,Tablet,Tokyo,Clothing,Mastercard,203.0,OTP,0.4397,0,11,14,14,1,0.16666666666666666,0.10189238039241306
Bank Transfer,87335.53,Tablet,Mumbai,Restaurants,Discover,212.0,Password,0.8104,0,3,29,18,2,0.16666666666666666,0.2823161941374339
ATM Withdrawal,6885.42,Laptop,Mumbai,Clothing,Amex,174.0,Password,0.1878,0,10,5,4,3,0.08333333333333333,0.2047832585949178
Bank Transfer,60149.56,Mobile,Tokyo,Restaurants,Discover,4.0,Password,0.9283,0,5,29,14,0,0.3333333333333333,0.07259236426086574
ATM Withdrawal,73746.14,Tablet,Tokyo,Electronics,Amex,97.0,OTP,0.5597,0,6,15,22,3,0.5714285714285714,0.02297544345076338
Online,74184.25,Mobile,London,Clothing,Discover,204.0,PIN,0.0815,0,12,4,19,0,1.5,0.7656140153538988
POS,56162.76,Laptop,New York,Electronics,Visa,12.0,PIN,0.5338,0,6,6,19,1,0.3333333333333333,0.07996227726212339
Bank Transfer,8353.85,Tablet,Mumbai,Clothing,Amex,36.0,OTP,0.5671,0,6,19,6,0,2.0,0.022564252194422155
Bank Transfer,27115.88,Tablet,Tokyo,Travel,Amex,40.0,Biometric,0.083,1,9,2,21,5,1.5,0.017971826519015778
Bank Transfer,30000.83,Tablet,Sydney,Restaurants,Discover,75.0,PIN,0.0969,0,3,28,6,1,0.6666666666666666,0.011633685072052848
POS,78148.14,Tablet,London,Restaurants,Visa,157.0,PIN,0.0343,0,12,14,8,3,0.2,0.7735780812008318
Bank Transfer,55268.69,Laptop,Sydney,Groceries,Discover,47.0,Biometric,0.8708,0,4,17,19,0,0.1111111111111111,0.3366242899648364
Bank Transfer,2822.87,Tablet,New York,Electronics,Amex,8.0,PIN,0.5597,0,6,15,3,3,0.6666666666666666,0.223562516359829
POS,75438.92,Laptop,Mumbai,Restaurants,Discover,79.0,Biometric,0.4669,1,9,16,12,5,2.0,0.2894586623537247
POS,60280.54,Laptop,London,Clothing,Mastercard,75.0,Password,0.9603,1,5,7,19,6,0.1111111111111111,0.021455837830722652
POS,94059.03,Laptop,Mumbai,Clothing,Discover,235.0,Biometric,0.2549,0,10,11,3,2,1.3333333333333333,0.37126212010103476
ATM Withdrawal,97528.42,Tablet,Tokyo,Clothing,Amex,46.0,Password,0.6246,0,6,27,5,1,0.2857142857142857,0.5646179845237036
POS,59929.99,Mobile,Tokyo,Groceries,Amex,33.0,OTP,0.8533,0,6,8,7,3,0.23076923076923078,0.062215994394955454
Bank Transfer,82083.39,Mobile,London,Clothing,Visa,8.0,Password,0.2563,1,1,15,4,6,0.16666666666666666,0.3392755547126873
Bank Transfer,56055.85,Mobile,Mumbai,Groceries,Discover,45.0,PIN,0.1365,0,7,19,13,2,0.2727272727272727,1.749814842245593
POS,16998.49,Tablet,Sydney,Electronics,Discover,102.0,Password,0.861,0,4,27,0,3,1.0,0.39917355371900826
POS,33392.6,Tablet,New York,Clothing,Discover,42.0,OTP,0.8962,0,2,16,0,3,3.0,0.15739380521818294
ATM Withdrawal,83527.78,Mobile,London,Restaurants,Amex,156.0,PIN,0.2486,0,10,24,15,1,0.0,0.05019597926412947
Online,99897.78,Tablet,London,Travel,Visa,196.0,OTP,0.5295,0,3,2,3,3,0.6,0.15128887574547786
POS,64198.05,Mobile,New York,Electronics,Amex,135.0,PIN,0.7455,0,4,19,11,2,0.0,0.6402279972949473
ATM Withdrawal,80929.36,Laptop,Tokyo,Electronics,Discover,78.0,OTP,0.3797,0,6,21,3,2,0.16666666666666666,0.4958275642704786
Online,86922.18,Mobile,Sydney,Travel,Discover,195.0,Biometric,0.2948,1,5,21,13,6,0.0,1.1663853650568956
Online,8908.35,Mobile,Tokyo,Groceries,Amex,165.0,PIN,0.1267,0,8,11,11,5,1.0,0.6042193026781203
Online,83352.26,Laptop,Sydney,Electronics,Amex,89.0,PIN,0.8973,1,11,4,22,5,0.3333333333333333,0.11676027194797517
Online,69533.94,Tablet,Mumbai,Clothing,Discover,23.0,PIN,0.6008,0,12,22,18,4,0.0,0.32432944295826327
Bank Transfer,69703.64,Laptop,New York,Electronics,Mastercard,28.0,Password,0.3311,1,9,17,11,6,0.2,0.29562570927473436
POS,56632.68,Laptop,Mumbai,Groceries,Discover,169.0,OTP,0.6568,0,10,6,1,4,0.21428571428571427,0.0852299482027939
Bank Transfer,86214.4,Laptop,London,Groceries,Discover,24.0,PIN,0.6701,1,1,15,4,6,0.6666666666666666,0.6645367412140576
ATM Withdrawal,52012.69,Mobile,Mumbai,Clothing,Amex,41.0,OTP,0.462,0,5,29,16,0,0.4,0.8083345433425294
ATM Withdrawal,64443.88,Tablet,London,Clothing,Mastercard,210.0,PIN,0.4161,1,8,6,4,6,1.5,0.5623589858148107
Bank Transfer,26455.94,Laptop,Mumbai,Groceries,Discover,54.0,PIN,0.6354,0,8,11,17,4,0.0,0.19126609540393166
ATM Withdrawal,2732.81,Laptop,Mumbai,Electronics,Mastercard,222.0,Password,0.4882,0,4,3,15,0,4.0,0.35423347709093583
Online,74087.38,Tablet,Sydney,Restaurants,Visa,191.0,OTP,0.8422,1,9,2,1,5,0.5,3.6318146417445485
Bank Transfer,9784.31,Tablet,London,Groceries,Mastercard,72.0,OTP,0.9702,0,11,24,4,4,0.0,0.18483361774744025
POS,27470.23,Laptop,Tokyo,Electronics,Mastercard,118.0,Biometric,0.9531,1,2,18,1,5,0.25,0.3543377967818161
ATM Withdrawal,81720.85,Tablet,Tokyo,Groceries,Visa,162.0,PIN,0.3214,0,11,10,21,4,0.3076923076923077,0.596579476861167
Bank Transfer,76229.74,Laptop,Sydney,Restaurants,Discover,165.0,PIN,0.0694,0,7,25,0,1,0.3333333333333333,0.9241643893210006
POS,58000.36,Mobile,London,Travel,Visa,178.0,PIN,0.6101,0,8,2,13,2,0.0,0.194289929008267
POS,6049.55,Tablet,London,Groceries,Mastercard,69.0,PIN,0.279,0,4,5,11,2,0.5,1.5012763021731634
POS,51600.02,Tablet,London,Restaurants,Visa,233.0,PIN,0.5074,0,4,25,4,1,0.25,1.4619795562203939
Bank Transfer,13747.53,Laptop,Tokyo,Clothing,Visa,38.0,Password,0.5818,0,12,28,18,3,0.4,0.3083937047214589
ATM Withdrawal,85553.16,Laptop,Sydney,Restaurants,Discover,116.0,Biometric,0.5574,0,6,6,21,1,1.0,0.5822129269993029
Bank Transfer,2078.09,Tablet,Sydney,Groceries,Mastercard,40.0,PIN,0.876,1,10,29,18,6,0.0,0.21010316090899078
ATM Withdrawal,56326.14,Laptop,Tokyo,Electronics,Discover,43.0,Biometric,0.6587,1,7,29,22,5,0.5,0.4492753623188406
ATM Withdrawal,10434.16,Mobile,Sydney,Electronics,Amex,35.0,Password,0.7066,1,11,5,2,6,0.0,0.09998318802987728
Online,20943.23,Mobile,Mumbai,Travel,Discover,161.0,OTP,0.3027,1,4,1,19,5,0.16666666666666666,0.43893431812186756
POS,62241.95,Mobile,London,Clothing,Amex,60.0,Password,0.3681,0,8,11,11,5,0.5,0.10287114267624632
ATM Withdrawal,72118.73,Laptop,London,Clothing,Discover,222.0,PIN,0.5336,0,3,7,13,1,0.5,0.20565086664308455
Bank Transfer,84715.06,Tablet,Mumbai,Travel,Amex,148.0,Password,0.9232,0,4,12,6,2,0.14285714285714285,0.001878408402342961
Online,34948.04,Laptop,Tokyo,Clothing,Discover,219.0,Password,0.8616,0,6,28,9,2,0.23076923076923078,0.29795377594582656
Bank Transfer,71912.78,Tablet,Mumbai,Groceries,Amex,77.0,PIN,0.9604,1,2,18,9,5,0.0,0.042661834953055505
ATM Withdrawal,71519.94,Tablet,London,Electronics,Mastercard,40.0,Password,0.122,0,5,25,5,3,0.5,2.4648126525846514
POS,61838.04,Mobile,London,Restaurants,Discover,214.0,OTP,0.1407,0,1,6,3,4,0.42857142857142855,2.851068773234201
POS,58488.92,Mobile,Mumbai,Groceries,Amex,180.0,Biometric,0.1321,0,7,18,22,1,0.21428571428571427,0.10597673984700541
Online,8475.05,Laptop,New York,Groceries,Visa,184.0,Password,0.2942,1,7,2,3,6,0.21428571428571427,1.2009511376352107
ATM Withdrawal,6427.41,Laptop,London,Clothing,Mastercard,114.0,Biometric,0.2223,0,1,6,15,4,0.25,0.3468812323774156
Online,54081.93,Tablet,Mumbai,Travel,Mastercard,104.0,Biometric,0.0544,1,9,3,18,6,0.07142857142857142,1.0639896582370527
POS,56219.35,Mobile,New York,Groceries,Visa,175.0,Password,0.3054,0,6,28,7,2,0.42857142857142855,1.1473639932697701
Online,15851.16,Tablet,Mumbai,Travel,Amex,218.0,Biometric,0.7358,0,1,4,19,2,2.0,0.23638866231647634
POS,34674.31,Mobile,London,Clothing,Mastercard,124.0,Password,0.4981,0,1,11,18,2,0.4,0.18306677509713565
Bank Transfer,13069.94,Mobile,unknown,Restaurants,Discover,166.0,Biometric,0.9011,0,10,6,1,4,0.09090909090909091,0.3063691204756076
Online,43100.9,Laptop,New York,Restaurants,Discover,122.0,Password,0.8665,1,10,8,10,6,0.5,0.3897867142722916
Bank Transfer,18641.18,Laptop,London,Restaurants,Mastercard,232.0,PIN,0.2623,0,3,2,16,3,0.3333333333333333,0.1315913494266115
POS,55302.51,Mobile,Mumbai,Restaurants,Discover,109.0,Password,0.7839,0,6,23,11,4,0.6666666666666666,1.2798053527980533
POS,8921.31,Mobile,New York,Travel,Mastercard,198.0,Biometric,0.2695,1,5,6,5,5,0.5714285714285714,0.21846038239959922
Online,49053.07,Tablet,London,Groceries,Amex,103.0,Password,0.8337,1,12,16,11,5,0.36363636363636365,2.499489100817439
POS,35273.48,Laptop,New York,Groceries,Mastercard,73.0,PIN,0.8738,0,3,22,2,2,0.3,0.2723617192386739
Online,46036.59,Tablet,unknown,Groceries,Visa,80.0,PIN,0.5019,0,4,19,2,2,0.42857142857142855,0.6610299769408148
POS,67202.17,Tablet,New York,Travel,Discover,116.0,Biometric,0.1286,1,9,9,8,5,0.0,0.015155379841006674
POS,46293.21,Mobile,Tokyo,Travel,Mastercard,108.0,PIN,0.9409,0,10,11,6,2,0.3333333333333333,0.37846153846153846
ATM Withdrawal,34337.36,Mobile,New York,Electronics,Mastercard,230.0,Biometric,0.8361,0,4,5,21,2,0.18181818181818182,0.4695349415568267
POS,56713.75,Mobile,London,Travel,Mastercard,29.0,Password,0.5314,0,5,12,9,4,0.2,0.46484526738314125
ATM Withdrawal,44790.06,Mobile,Mumbai,Travel,Visa,128.0,PIN,0.6467,1,12,10,23,6,0.07692307692307693,1.1001574068676034
POS,61878.81,Mobile,Tokyo,Travel,Visa,236.0,Password,0.6506,0,3,23,23,3,0.4,0.7151820314765508
POS,24364.44,Mobile,Sydney,Electronics,Mastercard,106.0,Password,0.8734,1,7,1,15,5,0.0,2.3819656589065628
Bank Transfer,25359.69,Tablet,Tokyo,Groceries,Visa,124.0,PIN,0.9815,0,3,15,9,2,0.75,0.6254897545597837
ATM Withdrawal,65125.61,Mobile,Mumbai,Groceries,Visa,228.0,PIN,0.3266,1,2,12,9,6,0.6666666666666666,0.025957655906167883
Bank Transfer,88535.02,Mobile,New York,Groceries,Discover,152.0,Biometric,0.8798,0,5,31,6,2,0.5,0.7433727034120735
ATM Withdrawal,95596.47,Laptop,Mumbai,Clothing,Amex,47.0,Biometric,0.7432,1,4,30,14,6,0.2857142857142857,0.5912400607522558
Online,78295.63,Laptop,London,Travel,Amex,172.0,Biometric,0.6653,0,3,2,3,3,0.3333333333333333,0.3010147321579072
Online,11678.4,Tablet,New York,Groceries,Mastercard,23.0,Password,0.7505,0,4,26,23,2,0.1,0.12298786261513299
Online,91586.28,Laptop,Tokyo,Electronics,Discover,128.0,Password,0.0336,0,5,16,21,1,3.0,0.09296148738379814
Online,39573.1,Laptop,Mumbai,Clothing,Discover,90.0,OTP,0.7393,0,6,21,14,2,0.0,0.5626904148113429
Online,9014.98,Laptop,Sydney,Restaurants,Visa,67.0,PIN,0.3,0,8,7,12,0,0.4,0.8237667985738354
Online,61728.75,Mobile,Tokyo,Electronics,Amex,200.0,PIN,0.5656,1,6,3,21,5,0.5,0.05246802916218477
Online,40904.52,Mobile,New York,Travel,Amex,213.0,Biometric,0.9489,0,4,28,23,4,0.14285714285714285,0.2979063226971286
Bank Transfer,62210.66,Tablet,New York,Restaurants,Mastercard,179.0,Password,0.8685,1,3,5,4,6,0.08333333333333333,0.07688940388824514
Online,31634.79,Laptop,Mumbai,Restaurants,Mastercard,11.0,OTP,0.0893,0,2,16,21,3,0.0,0.8118169809054882
Bank Transfer,23283.02,Tablet,London,Travel,Discover,114.0,Biometric,0.7566,0,1,31,23,1,0.3333333333333333,0.09463378219300009
Bank Transfer,31983.68,Laptop,Sydney,Groceries,Visa,172.0,Biometric,0.928,1,12,10,23,6,4.0,0.23442617051139022
Online,8973.32,Laptop,Mumbai,Electronics,Discover,117.0,Biometric,0.2268,0,11,27,4,0,0.0,0.053704330175913396
POS,80357.29,Mobile,London,Electronics,Mastercard,217.0,PIN,0.5172,0,12,11,18,0,0.3076923076923077,0.43805960176399844
ATM Withdrawal,97025.35,Laptop,London,Electronics,Mastercard,56.0,OTP,0.2111,0,8,21,8,0,0.5714285714285714,0.14872804270674897
POS,15310.93,Mobile,London,Travel,Mastercard,130.0,OTP,0.8187,0,5,17,14,2,1.3333333333333333,0.5085036619373028
POS,86282.88,Mobile,Tokyo,Electronics,Discover,11.0,Biometric,0.3197,0,6,20,21,1,0.18181818181818182,0.22875419463087246
ATM Withdrawal,64633.28,Tablet,Sydney,Electronics,Visa,167.0,Biometric,0.7234,0,1,27,13,4,0.14285714285714285,0.16046358802795868
ATM Withdrawal,83869.22,Mobile,London,Restaurants,Mastercard,63.0,OTP,0.3948,0,3,1,4,2,0.0,0.1750191766811557
ATM Withdrawal,34118.91,Laptop,Tokyo,Restaurants,Discover,127.0,PIN,0.5176,0,11,27,23,0,0.16666666666666666,2.6605067064083463
Bank Transfer,38704.19,Tablet,Mumbai,Restaurants,Amex,25.0,Password,0.1613,0,9,27,15,2,0.5,0.1858506457046603
POS,20576.59,Mobile,Mumbai,Groceries,Discover,161.0,PIN,0.489,0,11,10,15,4,0.25,0.0237120386462046
ATM Withdrawal,1010.37,Tablet,Sydney,Travel,Amex,220.0,OTP,0.7522,1,11,11,5,5,0.5,0.44547259123530314
Bank Transfer,76279.24,Laptop,London,Restaurants,Discover,80.0,Password,0.4867,0,10,5,14,3,3.0,0.1412448790802167
Online,2702.02,Tablet,London,Travel,Discover,103.0,Password,0.2549,0,3,6,12,0,0.25,0.00015238675759076536
Online,11365.32,Mobile,Sydney,Groceries,Visa,56.0,Password,0.7011,0,4,11,7,1,0.2222222222222222,1.5661078098471988
Bank Transfer,67883.16,Tablet,Sydney,Clothing,Discover,215.0,Password,0.3891,0,6,13,1,1,0.8,1.7604893896454
ATM Withdrawal,95835.99,Tablet,Tokyo,Clothing,Visa,45.0,Biometric,0.6855,1,3,26,5,6,0.14285714285714285,0.12847288146319855
POS,61899.02,Mobile,Mumbai,Clothing,Mastercard,221.0,Password,0.8383,0,6,16,11,4,0.0,0.6718099269474979
Bank Transfer,54019.64,Tablet,Mumbai,Travel,Visa,33.0,Biometric,0.2988,0,12,14,8,3,0.25,0.3802505168430014
ATM Withdrawal,96853.22,Mobile,New York,Groceries,Amex,146.0,Password,0.3362,0,11,28,14,1,0.75,0.31171668865435354
POS,70027.36,Mobile,Tokyo,Restaurants,Amex,104.0,PIN,0.4374,0,5,5,19,4,0.2222222222222222,0.43031297100806803
Bank Transfer,47049.81,Mobile,New York,Travel,Visa,108.0,Biometric,0.0098,1,11,26,18,6,0.3333333333333333,0.15703673132480395
Online,27816.81,Tablet,London,Clothing,Visa,119.0,Biometric,0.6229,0,2,1,10,2,0.4,0.10406842348589922
Online,96665.41,Mobile,Mumbai,Restaurants,Visa,167.0,Biometric,0.0884,0,3,31,3,4,1.0,0.13693154746148553
POS,41864.41,Mobile,Mumbai,Travel,Mastercard,163.0,OTP,0.4826,0,2,20,5,0,0.5,0.29513041243736343
POS,30613.96,Mobile,Mumbai,Travel,Visa,56.0,Biometric,0.5845,0,1,31,23,1,0.4,0.07283255663729064
POS,95975.64,Laptop,Sydney,Groceries,Mastercard,185.0,Password,0.6644,0,3,31,13,4,0.16666666666666666,0.5442320622418595
ATM Withdrawal,56164.0,Mobile,Tokyo,Restaurants,Visa,139.0,Password,0.2844,1,11,25,16,5,0.375,0.6901110050131296
Bank Transfer,1738.31,Laptop,New York,Travel,Discover,72.0,Password,0.507,0,9,26,23,1,0.14285714285714285,0.10022090454598301
ATM Withdrawal,98519.12,Laptop,New York,Travel,Amex,186.0,OTP,0.0074,0,4,28,1,4,0.1111111111111111,0.39589714367120166
POS,50905.46,Tablet,Mumbai,Groceries,Amex,15.0,OTP,0.8169,0,9,22,21,4,0.16666666666666666,0.6608112874779541
Online,29124.94,Laptop,Mumbai,Electronics,Amex,55.0,OTP,0.8969,0,2,10,18,4,0.5,0.0807150265389543
POS,36875.56,Laptop,London,Clothing,Mastercard,222.0,PIN,0.3229,1,12,16,2,5,0.4,0.8126662574176388
Online,6141.36,Tablet,Tokyo,Clothing,Visa,39.0,Password,0.2553,0,9,12,21,1,0.2857142857142857,1.6126961483594864
Online,17240.16,Mobile,Mumbai,Clothing,Discover,210.0,PIN,0.36,1,1,8,7,6,0.5,0.2448151487826871
Bank Transfer,9617.2,Laptop,Sydney,Travel,Discover,209.0,OTP,0.2973,0,1,12,0,3,0.2,0.28069805927486086
Bank Transfer,26067.08,Tablet,London,Restaurants,Discover,155.0,PIN,0.6721,0,12,12,11,1,0.375,0.6579790940766551
Bank Transfer,78266.11,Tablet,London,Travel,Visa,68.0,Password,0.7164,0,2,14,11,1,0.0,0.4752637951911434
ATM Withdrawal,5308.54,Mobile,London,Electronics,Discover,51.0,Biometric,0.195,0,1,3,20,1,0.25,0.12966601178781925
Bank Transfer,48919.58,Mobile,Tokyo,Clothing,Mastercard,102.0,Biometric,0.1538,1,1,7,10,5,0.3333333333333333,0.01446452798809576
POS,52127.69,Laptop,Tokyo,Groceries,Mastercard,193.0,OTP,0.6721,0,8,11,11,5,0.14285714285714285,2.0061609084319882
ATM Withdrawal,57948.97,Laptop,New York,Groceries,Visa,96.0,Biometric,0.0268,0,11,14,13,1,2.0,0.2038064350943074
ATM Withdrawal,61889.04,Laptop,unknown,Restaurants,Amex,180.0,Biometric,0.8065,1,11,11,12,5,0.16666666666666666,0.5480513127140295
POS,67251.63,Mobile,New York,Electronics,Visa,134.0,Biometric,0.6048,0,9,29,12,4,0.07692307692307693,1.1358999180877205
ATM Withdrawal,44988.27,Tablet,Sydney,Travel,Visa,94.0,OTP,0.4759,0,5,17,7,2,0.16666666666666666,0.061127404567812856
POS,34964.74,Laptop,Mumbai,Restaurants,Mastercard,108.0,PIN,0.6359,0,5,8,17,0,2.0,0.21546310832025117
Bank Transfer,13422.47,Tablet,London,Groceries,Mastercard,148.0,OTP,0.5262,0,5,10,18,2,0.16666666666666666,2.8210924948358964
Online,72687.87,Tablet,Mumbai,Groceries,Discover,70.0,Biometric,0.9508,0,8,18,20,4,1.5,0.08045923258587227
